onset	duration	nwb_table	direction	trial_type
0.0	9268.21785	epochs		
9268.21785	2489.6473499999993	epochs		
9268.21785	3.5498249999982363	trials	clockwise	central alternation
9283.992125	3.8498249999993277	trials	counter-clockwise	central alternation
9298.833125	3.8665000000000873	trials	counter-clockwise	central alternation
9304.457875	3.383174999999028	trials	counter-clockwise	central alternation
9317.240625	3.1165249999994558	trials	counter-clockwise	central alternation
9321.665425	3.4831750000012107	trials	counter-clockwise	central alternation
9330.065025	3.174875000000611	trials	counter-clockwise	central alternation
9355.63055	2.833199999999124	trials	counter-clockwise	central alternation
9363.796825	3.6165249999994558	trials	counter-clockwise	central alternation
9370.888175	3.2165249999998196	trials	counter-clockwise	central alternation
9376.421275	3.341499999998632	trials	counter-clockwise	central alternation
9382.51265	3.474849999998696	trials	counter-clockwise	central alternation
9387.6291	4.274800000001051	trials	counter-clockwise	central alternation
9407.853175	3.1831999999994878	trials	counter-clockwise	central alternation
9442.50995	3.4915000000000873	trials	counter-clockwise	central alternation
9446.83475	3.716500000000451	trials	counter-clockwise	central alternation
9453.417775	5.916400000000067	trials	counter-clockwise	central alternation
9472.083625	3.2081749999997555	trials	counter-clockwise	central alternation
9492.091049999999	3.158175000000483	trials	counter-clockwise	central alternation
9512.765125	3.624825000000783	trials	counter-clockwise	central alternation
9551.546699999999	3.416525000000547	trials	counter-clockwise	central alternation
9581.812	4.508125000000291	trials	counter-clockwise	central alternation
9587.145100000002	3.141524999999092	trials	counter-clockwise	central alternation
9592.978175	2.8665250000012747	trials	counter-clockwise	central alternation
9701.223300000001	3.6498249999986	trials	counter-clockwise	central alternation
9714.406050000001	4.616449999997712	trials	counter-clockwise	central alternation
9749.996125	4.466449999999895	trials	counter-clockwise	central alternation
9755.679199999999	5.28307500000119	trials	counter-clockwise	central alternation
9767.90365	3.133174999999028	trials	counter-clockwise	central alternation
9792.494225	4.591449999999895	trials	counter-clockwise	central alternation
9798.743925	3.44984999999906	trials	counter-clockwise	central alternation
9808.335175	3.408175000000483	trials	counter-clockwise	central alternation
9821.634575	4.233150000000023	trials	counter-clockwise	central alternation
9829.717550000001	4.266474999998536	trials	counter-clockwise	central alternation
9835.60895	3.5581750000001193	trials	counter-clockwise	central alternation
9841.442025	3.624824999998964	trials	counter-clockwise	central alternation
9848.225050000001	3.4831749999993917	trials	clockwise	central alternation
9853.008175	4.4331249999977445	trials	clockwise	central alternation
9861.291125	4.4414749999996275	trials	clockwise	central alternation
9873.3156	5.191425000000891	trials	clockwise	central alternation
9879.831975	3.016525000000911	trials	clockwise	central alternation
9886.981650000002	4.849774999998772	trials	clockwise	central alternation
9892.23975	3.8248249999996915	trials	clockwise	central alternation
9898.556125	5.091450000001714	trials	clockwise	central alternation
9915.363725	3.7581500000014785	trials	clockwise	central alternation
9921.630099999998	4.124825000000783	trials	clockwise	central alternation
9927.5465	3.7998250000000553	trials	clockwise	central alternation
9934.63785	4.6248000000014144	trials	clockwise	central alternation
9940.679250000001	3.7248249999993277	trials	clockwise	central alternation
9946.412325	4.466474999999264	trials	clockwise	central alternation
9951.75375	3.416525000000547	trials	clockwise	central alternation
9958.103475	5.416424999999435	trials	clockwise	central alternation
9967.219725	5.19144999999844	trials	clockwise	central alternation
9972.411175	3.5081500000014785	trials	clockwise	central alternation
9985.55225	4.274799999999232	trials	clockwise	central alternation
9997.660025	2.99987499999952	trials	clockwise	central alternation
10003.059799999999	4.016475000000355	trials	clockwise	central alternation
10009.176175	4.0164999999997235	trials	clockwise	central alternation
10015.292575	3.9081500000011147	trials	clockwise	central alternation
10022.242275	4.858099999999467	trials	clockwise	central alternation
10027.100375	3.208199999999124	trials	clockwise	central alternation
10038.058225	3.5498499999994237	trials	clockwise	central alternation
10044.791275	3.8164749999996275	trials	clockwise	central alternation
10060.340575	3.708150000000387	trials	clockwise	central alternation
10071.7484	3.9081499999992957	trials	clockwise	central alternation
10079.856375	3.624825000000783	trials	clockwise	central alternation
10087.339375	3.258174999999028	trials	clockwise	central alternation
10094.164075	4.433124999999563	trials	clockwise	central alternation
10104.3886	3.758174999999028	trials	clockwise	central alternation
10127.062600000001	3.658174999998664	trials	clockwise	central alternation
10151.619825	4.574800000000323	trials	clockwise	central alternation
10161.169399999999	5.024775000001682	trials	clockwise	central alternation
10197.68445	4.058150000000751	trials	clockwise	central alternation
10217.4919	3.7748249999986	trials	clockwise	central alternation
10224.908225	3.874825000000783	trials	clockwise	central alternation
10234.274475	3.958150000000387	trials	clockwise	central alternation
10241.47415	3.299875000000611	trials	clockwise	central alternation
10249.215475	5.224774999998772	trials	clockwise	central alternation
10263.064875	3.6664999999993597	trials	clockwise	central alternation
10269.7729	4.0081500000014785	trials	clockwise	central alternation
10281.41405	3.258175000000847	trials	clockwise	central alternation
10293.905149999999	2.983200000002398	trials	clockwise	central alternation
10320.687300000001	4.866449999997712	trials	clockwise	central alternation
10330.4452	4.083150000000387	trials	clockwise	central alternation
10336.661575	4.733125000000655	trials	clockwise	central alternation
10344.569575	3.3331750000015745	trials	clockwise	central alternation
10350.685975	3.691499999998996	trials	clockwise	central alternation
10356.960675	3.458199999999124	trials	clockwise	central alternation
10363.418725	3.7331750000012107	trials	clockwise	central alternation
10370.40175	3.32484999999906	trials	clockwise	central alternation
10385.9094	3.158174999998664	trials	clockwise	central alternation
10390.542525	5.299750000000131	trials	clockwise	central alternation
10396.9339	3.1332000000002154	trials	clockwise	central alternation
10417.8913	3.4665249999998196	trials	clockwise	central alternation
10425.4743	3.591500000000451	trials	clockwise	central alternation
10432.265675	3.816499999998996	trials	clockwise	central alternation
10438.04875	3.4248500000012427	trials	clockwise	central alternation
10459.66445	3.2081749999997555	trials	clockwise	central alternation
10468.05575	6.024725000001126	trials	clockwise	central alternation
10474.588775	3.2165249999998196	trials	clockwise	central alternation
10482.471775	2.9331999999994878	trials	clockwise	central alternation
10486.796575	3.2498500000001513	trials	clockwise	central alternation
10494.404575	4.899774999998044	trials	clockwise	central alternation
10501.77925	3.5998250000011467	trials	clockwise	central alternation
10507.978975	3.3914999999997235	trials	clockwise	central alternation
10513.270400000001	3.816499999998996	trials	clockwise	central alternation
10520.0701	4.399799999999232	trials	clockwise	central alternation
10543.044075	2.858200000000579	trials	clockwise	central alternation
10554.685225	3.2998500000012427	trials	clockwise	central alternation
10569.092925	3.566499999998996	trials	clockwise	central alternation
10577.950850000001	3.783174999998664	trials	clockwise	central alternation
10583.467275	6.408050000000003	trials	clockwise	central alternation
10615.774175	3.166524999998728	trials	clockwise	central alternation
10622.457225	3.499825000000783	trials	clockwise	central alternation
10627.165325	4.233150000000023	trials	clockwise	central alternation
10632.78175	3.5915249999998196	trials	clockwise	central alternation
10636.74825	6.191374999998516	trials	clockwise	central alternation
10643.931250000001	6.533049999998184	trials	clockwise	central alternation
10652.2059	3.224849999998696	trials	clockwise	central alternation
10688.720925	4.591474999999264	trials	counter-clockwise	central alternation
10697.287225	4.183150000000751	trials	counter-clockwise	central alternation
10703.820275	3.4915000000000873	trials	counter-clockwise	central alternation
10711.078275	3.783175000000483	trials	counter-clockwise	central alternation
10716.00305	6.1747250000007625	trials	counter-clockwise	central alternation
10723.752725	3.949800000000323	trials	counter-clockwise	central alternation
10735.3022	4.291474999999991	trials	counter-clockwise	central alternation
10749.36825	3.9498249999996915	trials	counter-clockwise	central alternation
10771.783925	3.2998499999994237	trials	counter-clockwise	central alternation
10786.83325	3.3998500000016065	trials	counter-clockwise	central alternation
10793.524625	4.366449999999531	trials	counter-clockwise	central alternation
10809.048925	3.141525000000911	trials	counter-clockwise	central alternation
10825.86485	2.958199999999124	trials	counter-clockwise	central alternation
10842.372449999999	4.299800000000687	trials	counter-clockwise	central alternation
10851.438725	4.741449999999531	trials	counter-clockwise	central alternation
10867.871325	3.083199999999124	trials	counter-clockwise	central alternation
10881.57905	3.7831499999992957	trials	counter-clockwise	central alternation
10902.128125	3.1248750000013388	trials	counter-clockwise	central alternation
10935.834975	3.5414999999993597	trials	counter-clockwise	central alternation
10942.376349999999	4.858125000000655	trials	counter-clockwise	central alternation
10949.459375	3.958150000000387	trials	counter-clockwise	central alternation
10958.3673	4.599799999999959	trials	counter-clockwise	central alternation
10971.100075	4.1247999999995955	trials	counter-clockwise	central alternation
10977.583125	3.3915000000015425	trials	counter-clockwise	central alternation
10985.657749999998	4.408150000002934	trials	clockwise	central alternation
10992.249125	3.9164999999993597	trials	clockwise	central alternation
10999.623800000001	3.6748499999994237	trials	clockwise	central alternation
11005.940200000001	4.0748249999996915	trials	clockwise	central alternation
11013.664850000001	3.7415000000000873	trials	clockwise	central alternation
11019.806250000001	4.999774999998408	trials	clockwise	central alternation
11028.280875	4.224799999999959	trials	clockwise	central alternation
11037.205475	2.9331999999994878	trials	clockwise	central alternation
11042.346925	4.408124999999927	trials	clockwise	central alternation
11049.013275	3.108200000000579	trials	clockwise	central alternation
11055.629649999999	4.2581500000014785	trials	clockwise	central alternation
11061.987700000001	3.7748249999986	trials	clockwise	central alternation
11068.287425	2.7915499999999156	trials	clockwise	central alternation
11074.212175	4.266475000000355	trials	clockwise	central alternation
11081.28685	4.0664749999996275	trials	counter-clockwise	central alternation
11087.553225	5.816425000000891	trials	counter-clockwise	central alternation
11095.486225	3.349849999998696	trials	counter-clockwise	central alternation
11105.55245	3.0332000000016706	trials	counter-clockwise	central alternation
11115.318675	3.2748499999997875	trials	counter-clockwise	central alternation
11121.093425	4.016475000000355	trials	counter-clockwise	central alternation
11127.993125	4.099799999999959	trials	counter-clockwise	central alternation
11137.53435	4.266475000000355	trials	counter-clockwise	central alternation
11144.584050000001	3.441499999997177	trials	counter-clockwise	central alternation
11150.058799999999	3.574850000000879	trials	counter-clockwise	central alternation
11156.483525	3.5248499999997875	trials	counter-clockwise	central alternation
11163.883175	3.8331749999979365	trials	counter-clockwise	central alternation
11178.674200000001	4.058149999998932	trials	counter-clockwise	central alternation
11185.590575	3.558149999998932	trials	counter-clockwise	central alternation
11192.431925	4.849774999998772	trials	counter-clockwise	central alternation
11199.48995	4.174800000000687	trials	counter-clockwise	central alternation
11218.355775	3.1831999999994878	trials	counter-clockwise	central alternation
11223.963875	3.283175000000483	trials	counter-clockwise	central alternation
11228.871975	4.3747999999995955	trials	counter-clockwise	central alternation
11234.9467	3.5248499999997875	trials	counter-clockwise	central alternation
11242.721375	3.6748250000000553	trials	counter-clockwise	central alternation
11248.171125	3.8581500000000233	trials	counter-clockwise	central alternation
11256.204099999999	3.633175000000847	trials	counter-clockwise	central alternation
11265.312025	6.1080500000007305	trials	counter-clockwise	central alternation
11272.29505	3.8998249999986	trials	counter-clockwise	central alternation
11278.303125	4.099799999999959	trials	counter-clockwise	central alternation
11286.461075	4.741475000000719	trials	counter-clockwise	central alternation
11295.644025	4.3747999999995955	trials	counter-clockwise	central alternation
11304.435300000001	3.833149999998568	trials	counter-clockwise	central alternation
11311.651625	3.908174999998664	trials	counter-clockwise	central alternation
11318.668000000001	3.8831499999978405	trials	counter-clockwise	central alternation
11335.1006	5.716425000000527	trials	counter-clockwise	central alternation
11349.266625	3.358200000000579	trials	counter-clockwise	central alternation
11356.024675	3.9164999999993597	trials	counter-clockwise	central alternation
11360.974450000002	3.8081749999983003	trials	counter-clockwise	central alternation
11367.832475	3.7998500000012427	trials	counter-clockwise	central alternation
11376.382099999999	3.874825000000783	trials	counter-clockwise	central alternation
11383.82345	3.383175000000847	trials	counter-clockwise	central alternation
11389.2232	3.7248249999993277	trials	counter-clockwise	central alternation
11397.056175	3.9165000000011787	trials	counter-clockwise	central alternation
11421.963425	3.016525000000911	trials	counter-clockwise	central alternation
11432.679625	2.9248499999994237	trials	counter-clockwise	central alternation
11438.229375	3.0665250000001834	trials	counter-clockwise	central alternation
11455.111949999999	3.1915250000020023	trials	counter-clockwise	central alternation
11461.603325	3.0748749999984284	trials	counter-clockwise	central alternation
11467.028075	4.249825000000783	trials	counter-clockwise	central alternation
11473.21115	4.091475000001083	trials	counter-clockwise	central alternation
11480.4025	3.1248500000001513	trials	counter-clockwise	central alternation
11487.360525	3.9248250000000553	trials	counter-clockwise	central alternation
11495.10185	4.558125000001382	trials	counter-clockwise	central alternation
11502.526525	3.7665000000015425	trials	counter-clockwise	central alternation
11510.5095	4.083149999998568	trials	counter-clockwise	central alternation
11516.350900000001	3.0915249999980006	trials	counter-clockwise	central alternation
11523.74225	3.3748500000001513	trials	counter-clockwise	central alternation
11537.049975	3.3415250000016385	trials	counter-clockwise	central alternation
11545.516275	3.758175000000847	trials	counter-clockwise	central alternation
11557.299075	4.41649999999936	trials	counter-clockwise	central alternation
11565.590375	4.29149999999936	trials	counter-clockwise	central alternation
11571.306799999998	3.7998250000018743	trials	counter-clockwise	central alternation
11576.831549999999	3.3748500000001513	trials	counter-clockwise	central alternation
11588.339375	3.333200000000943	trials	counter-clockwise	central alternation
11593.447475	3.116549999998824	trials	counter-clockwise	central alternation
11598.230599999999	3.2248750000017026	trials	counter-clockwise	central alternation
11603.27205	2.8832000000002154	trials	counter-clockwise	central alternation
11612.679975	2.899875000000975	trials	counter-clockwise	central alternation
11618.671375	3.3665000000000873	trials	counter-clockwise	central alternation
11623.737825	3.2998499999994237	trials	clockwise	central alternation
