onset	duration	nwb_table	label
0.0	12498.25	epochs	
5.0	554.0	sleep_states	Awake
560.0	19.0	sleep_states	Non-REM
580.0	218.0	sleep_states	Awake
799.0	9.0	sleep_states	Non-REM
809.0	10.0	sleep_states	MA
820.0	13.0	sleep_states	Non-REM
834.0	195.0	sleep_states	Awake
1030.0	18.0	sleep_states	Non-REM
1049.0	74.0	sleep_states	MA
1124.0	20.0	sleep_states	Non-REM
1145.0	8.0	sleep_states	MA
1154.0	18.0	sleep_states	Non-REM
1173.0	16.0	sleep_states	MA
1190.0	48.0	sleep_states	Non-REM
1239.0	9.0	sleep_states	MA
1249.0	109.0	sleep_states	Non-REM
1359.0	21.0	sleep_states	MA
1381.0	31.0	sleep_states	Non-REM
1413.0	19.0	sleep_states	MA
1433.0	11.0	sleep_states	Non-REM
1445.0	161.0	sleep_states	Awake
1607.0	9.0	sleep_states	Non-REM
1617.0	71.0	sleep_states	MA
1689.0	98.0	sleep_states	Non-REM
1788.0	26.0	sleep_states	MA
1815.0	9.0	sleep_states	Non-REM
1825.0	168.0	sleep_states	Awake
1994.0	9.0	sleep_states	Non-REM
2004.0	19.0	sleep_states	MA
2024.0	21.0	sleep_states	Non-REM
2046.0	24.0	sleep_states	MA
2071.0	8.0	sleep_states	Non-REM
2080.0	687.0	sleep_states	Awake
2768.0	40.0	sleep_states	Non-REM
2809.0	30.0	sleep_states	MA
2840.0	13.0	sleep_states	Non-REM
2854.0	70.0	sleep_states	MA
2925.0	12.0	sleep_states	Non-REM
2938.0	391.0	sleep_states	Awake
3330.0	7.0	sleep_states	Non-REM
3338.0	53.0	sleep_states	MA
3392.0	16.0	sleep_states	Non-REM
3409.0	71.0	sleep_states	MA
3481.0	18.0	sleep_states	Non-REM
3500.0	9.0	sleep_states	MA
3510.0	16.0	sleep_states	Non-REM
3527.0	14.0	sleep_states	MA
3542.0	35.0	sleep_states	Non-REM
3578.0	12.0	sleep_states	MA
3591.0	52.0	sleep_states	Non-REM
3644.0	10.0	sleep_states	MA
3655.0	108.0	sleep_states	Non-REM
3764.0	27.0	sleep_states	MA
3792.0	19.0	sleep_states	Non-REM
3812.0	7.0	sleep_states	MA
3820.0	229.0	sleep_states	Non-REM
4050.0	9.0	sleep_states	MA
4060.0	205.0	sleep_states	Non-REM
4266.0	9.0	sleep_states	MA
4276.0	144.0	sleep_states	Non-REM
4421.0	42.0	sleep_states	MA
4464.0	95.0	sleep_states	Non-REM
4560.0	9.0	sleep_states	MA
4570.0	22.0	sleep_states	Non-REM
4593.0	29.0	sleep_states	MA
4623.0	208.0	sleep_states	Non-REM
4832.0	15.0	sleep_states	MA
4848.0	184.0	sleep_states	Non-REM
5033.0	239.0	sleep_states	Awake
5273.0	8.0	sleep_states	Non-REM
5282.0	498.0	sleep_states	Awake
5781.0	7.0	sleep_states	Non-REM
5789.0	46.0	sleep_states	MA
5836.0	30.0	sleep_states	Non-REM
5867.0	7.0	sleep_states	MA
5875.0	13.0	sleep_states	Non-REM
5889.0	41.0	sleep_states	MA
5931.0	62.0	sleep_states	Non-REM
5994.0	613.0	sleep_states	Awake
6608.0	7.0	sleep_states	Non-REM
6616.0	16.0	sleep_states	MA
6633.0	15.0	sleep_states	Non-REM
6649.0	12.0	sleep_states	MA
6662.0	25.0	sleep_states	Non-REM
6688.0	34.0	sleep_states	MA
6723.0	42.0	sleep_states	Non-REM
6766.0	9.0	sleep_states	MA
6776.0	230.0	sleep_states	Non-REM
7007.0	70.0	sleep_states	MA
7078.0	27.0	sleep_states	Non-REM
7106.0	12.0	sleep_states	MA
7119.0	156.0	sleep_states	Non-REM
7276.0	8.0	sleep_states	MA
7285.0	102.0	sleep_states	Non-REM
7388.0	30.0	sleep_states	MA
7419.0	169.0	sleep_states	Non-REM
7589.0	11.0	sleep_states	MA
7601.0	253.0	sleep_states	Non-REM
7855.0	7.0	sleep_states	MA
7863.0	20.0	sleep_states	Non-REM
7884.0	50.0	sleep_states	MA
7935.0	9.0	sleep_states	Non-REM
7945.0	7.0	sleep_states	MA
7953.0	248.0	sleep_states	Non-REM
8202.0	37.0	sleep_states	MA
8240.0	20.0	sleep_states	Non-REM
8261.0	25.0	sleep_states	MA
8287.0	8.0	sleep_states	Non-REM
8346.0	14.0	sleep_states	REM
8376.0	11.0	sleep_states	REM
8388.0	48.0	sleep_states	MA
8437.0	11.0	sleep_states	Non-REM
8449.0	46.0	sleep_states	MA
8496.0	375.0	sleep_states	Non-REM
8872.0	50.0	sleep_states	MA
8923.0	139.0	sleep_states	Non-REM
9063.0	15.0	sleep_states	MA
9079.0	113.0	sleep_states	Non-REM
9193.0	58.0	sleep_states	MA
9252.0	64.0	sleep_states	Non-REM
9356.0	9.0	sleep_states	REM
9366.0	46.0	sleep_states	MA
9413.0	80.0	sleep_states	Non-REM
9494.0	12.0	sleep_states	MA
