onset	duration	nwb_table	direction	trial_type	label
0.0	2192.5416666666665	epochs			
5.0	0.0	sleep_states			REM
6.0	4492.0	sleep_states			Awake
2192.5416666666665	2242.766666666667	epochs			
2192.5416666666665	3.441666666666606	trials	clockwise	central alternation	
2233.758333333333	3.983333333333576	trials	clockwise	central alternation	
2242.983333333333	3.675000000000182	trials	clockwise	central alternation	
2248.9666666666667	3.674999999999727	trials	clockwise	central alternation	
2259.5	3.375	trials	clockwise	central alternation	
2268.4166666666665	3.633333333333212	trials	clockwise	central alternation	
2277.608333333333	3.199999999999818	trials	clockwise	central alternation	
2296.5666666666666	3.241666666666333	trials	clockwise	central alternation	
2330.208333333333	3.383333333333212	trials	clockwise	central alternation	
2339.2416666666663	3.266666666666879	trials	clockwise	central alternation	
2344.833333333333	4.141666666666879	trials	clockwise	central alternation	
2385.3916666666664	3.283333333333303	trials	clockwise	central alternation	
2393.9083333333333	4.0	trials	clockwise	central alternation	
2427.1166666666663	4.25	trials	clockwise	central alternation	
2469.9749999999995	3.866666666666788	trials	clockwise	central alternation	
2489.2999999999997	3.491666666666788	trials	clockwise	central alternation	
2495.366666666667	3.816666666666606	trials	clockwise	central alternation	
2524.45	3.491666666666788	trials	clockwise	central alternation	
2540.325	2.908333333333303	trials	clockwise	central alternation	
2576.6749999999997	3.241666666666788	trials	clockwise	central alternation	
2587.4666666666662	3.583333333333485	trials	clockwise	central alternation	
2598.491666666667	3.758333333333212	trials	clockwise	central alternation	
2614.9166666666665	3.841666666666697	trials	clockwise	central alternation	
2623.0916666666662	3.850000000000364	trials	clockwise	central alternation	
2635.3999999999996	4.158333333333758	trials	clockwise	central alternation	
2651.4416666666666	3.899999999999636	trials	clockwise	central alternation	
2660.3499999999995	3.941666666667061	trials	clockwise	central alternation	
2678.4249999999997	3.983333333333121	trials	clockwise	central alternation	
2687.125	4.074999999999818	trials	clockwise	central alternation	
2697.458333333333	4.550000000000182	trials	clockwise	central alternation	
2704.075	3.191666666666606	trials	clockwise	central alternation	
2737.5916666666662	3.858333333333576	trials	clockwise	central alternation	
2744.0916666666662	3.6500000000005457	trials	clockwise	central alternation	
2752.3999999999996	3.875	trials	clockwise	central alternation	
2765.983333333333	4.125	trials	clockwise	central alternation	
2785.4749999999995	3.758333333333667	trials	clockwise	central alternation	
2825.25	3.866666666666788	trials	clockwise	central alternation	
2834.491666666667	3.9749999999994543	trials	clockwise	central alternation	
2854.4416666666666	3.724999999999909	trials	clockwise	central alternation	
2879.7166666666662	3.950000000000273	trials	clockwise	central alternation	
2897.258333333333	4.724999999999909	trials	clockwise	central alternation	
2911.8999999999996	4.016666666666879	trials	clockwise	central alternation	
2929.875	2.816666666666606	trials	clockwise	central alternation	
2958.2416666666663	3.033333333333303	trials	clockwise	central alternation	
2976.2416666666663	3.724999999999909	trials	clockwise	central alternation	
2987.1833333333334	3.566666666666606	trials	clockwise	central alternation	
2997.9249999999997	3.375	trials	clockwise	central alternation	
3005.7916666666665	3.408333333333303	trials	clockwise	central alternation	
3015.158333333333	3.641666666666879	trials	clockwise	central alternation	
3045.6166666666663	3.058333333333394	trials	clockwise	central alternation	
3073.8083333333334	4.299999999999727	trials	clockwise	central alternation	
3081.25	3.7833333333328483	trials	clockwise	central alternation	
3088.75	3.8499999999994543	trials	clockwise	central alternation	
3097.008333333333	4.641666666666424	trials	clockwise	central alternation	
3110.6499999999996	3.683333333333394	trials	clockwise	central alternation	
3146.283333333333	4.025000000000546	trials	clockwise	central alternation	
3154.075	3.116666666666788	trials	clockwise	central alternation	
3162.0916666666662	3.358333333333576	trials	clockwise	central alternation	
3182.8083333333334	3.3416666666662422	trials	clockwise	central alternation	
3190.9333333333334	3.25	trials	clockwise	central alternation	
3202.1499999999996	4.04166666666697	trials	clockwise	central alternation	
3208.625	3.5	trials	clockwise	central alternation	
3232.3083333333334	3.766666666666424	trials	clockwise	central alternation	
3252.1749999999997	4.141666666666879	trials	clockwise	central alternation	
3270.2416666666663	3.425000000000182	trials	clockwise	central alternation	
3292.5999999999995	3.700000000000273	trials	clockwise	central alternation	
3313.908333333333	3.633333333333667	trials	clockwise	central alternation	
3345.7999999999997	3.900000000000091	trials	clockwise	central alternation	
3361.7916666666665	3.608333333333121	trials	clockwise	central alternation	
3379.25	3.733333333333121	trials	clockwise	central alternation	
3459.4333333333334	3.366666666666333	trials	clockwise	central alternation	
3475.458333333333	3.358333333333576	trials	clockwise	central alternation	
3491.2749999999996	3.008333333333212	trials	clockwise	central alternation	
3498.5	4.033333333332848	trials	clockwise	central alternation	
3507.5249999999996	4.066666666666606	trials	clockwise	central alternation	
3529.8916666666664	3.375	trials	counter-clockwise	central alternation	
3536.008333333333	3.375	trials	counter-clockwise	central alternation	
3541.975	4.58333333333303	trials	counter-clockwise	central alternation	
3556.083333333333	3.333333333333485	trials	counter-clockwise	central alternation	
3563.2166666666662	3.375	trials	counter-clockwise	central alternation	
3571.708333333333	3.933333333333394	trials	counter-clockwise	central alternation	
3580.458333333333	3.099999999999909	trials	counter-clockwise	central alternation	
3593.85	3.724999999999909	trials	counter-clockwise	central alternation	
3599.8999999999996	3.841666666666697	trials	counter-clockwise	central alternation	
3609.2916666666665	4.008333333333212	trials	counter-clockwise	central alternation	
3617.383333333333	4.58333333333303	trials	counter-clockwise	central alternation	
3626.0	3.6583333333328483	trials	counter-clockwise	central alternation	
3632.733333333333	3.816666666666606	trials	counter-clockwise	central alternation	
3639.0916666666662	3.741666666666788	trials	counter-clockwise	central alternation	
3647.375	3.9666666666662422	trials	counter-clockwise	central alternation	
3659.475	3.716666666666697	trials	counter-clockwise	central alternation	
3673.5	4.099999999999909	trials	counter-clockwise	central alternation	
3698.35	4.158333333333303	trials	counter-clockwise	central alternation	
