onset	duration	nwb_table	direction	trial_type	label
0.0	2036.25	epochs			
5.0	5014.0	sleep_states			Awake
2036.25	1685.5916666666672	epochs			
2036.25	4.974999999999909	trials	clockwise	wheel alternation	
2053.9	4.166666666666515	trials	clockwise	wheel alternation	
2062.991666666667	5.08333333333303	trials	clockwise	wheel alternation	
2070.491666666667	4.824999999999818	trials	clockwise	wheel alternation	
2078.758333333333	4.533333333333303	trials	clockwise	wheel alternation	
2106.758333333333	4.308333333333394	trials	clockwise	wheel alternation	
2114.25	4.558333333333394	trials	clockwise	wheel alternation	
2121.85	4.541666666666515	trials	clockwise	wheel alternation	
2130.4416666666666	5.533333333333303	trials	clockwise	wheel alternation	
2137.0666666666666	4.241666666666788	trials	clockwise	wheel alternation	
2143.625	4.199999999999818	trials	clockwise	wheel alternation	
2157.7666666666664	4.091666666666697	trials	clockwise	wheel alternation	
2163.8416666666667	4.508333333333212	trials	clockwise	wheel alternation	
2172.6583333333333	3.883333333333212	trials	clockwise	wheel alternation	
2179.275	4.0	trials	clockwise	wheel alternation	
2205.3083333333334	6.391666666666424	trials	clockwise	wheel alternation	
2219.325	4.266666666666879	trials	clockwise	wheel alternation	
2231.0833333333335	5.216666666666697	trials	clockwise	wheel alternation	
2238.7	4.5	trials	clockwise	wheel alternation	
2246.525	4.658333333333303	trials	clockwise	wheel alternation	
2256.125	4.283333333333303	trials	clockwise	wheel alternation	
2263.7666666666664	4.033333333333758	trials	clockwise	wheel alternation	
2271.0333333333333	4.408333333333303	trials	clockwise	wheel alternation	
2286.5166666666664	4.075000000000273	trials	clockwise	wheel alternation	
2301.1583333333333	4.199999999999818	trials	clockwise	wheel alternation	
2319.1833333333334	4.008333333333212	trials	clockwise	wheel alternation	
2325.866666666667	4.183333333333394	trials	clockwise	wheel alternation	
2336.875	5.449999999999818	trials	counter-clockwise	wheel alternation	
2353.5	4.416666666666515	trials	counter-clockwise	wheel alternation	
2360.3916666666664	4.208333333333485	trials	counter-clockwise	wheel alternation	
2368.133333333333	4.366666666666788	trials	counter-clockwise	wheel alternation	
2374.475	4.191666666666606	trials	counter-clockwise	wheel alternation	
2383.1833333333334	4.299999999999727	trials	counter-clockwise	wheel alternation	
2390.175	3.875	trials	counter-clockwise	wheel alternation	
2397.4333333333334	4.491666666666788	trials	counter-clockwise	wheel alternation	
2404.2	3.79166666666697	trials	counter-clockwise	wheel alternation	
2411.241666666667	4.049999999999727	trials	counter-clockwise	wheel alternation	
2417.4416666666666	4.166666666666515	trials	counter-clockwise	wheel alternation	
2423.6916666666666	4.183333333333394	trials	counter-clockwise	wheel alternation	
2456.5	4.741666666666788	trials	counter-clockwise	wheel alternation	
2470.1833333333334	3.875	trials	counter-clockwise	wheel alternation	
2478.8166666666666	6.050000000000182	trials	counter-clockwise	wheel alternation	
2499.8416666666667	5.224999999999909	trials	counter-clockwise	wheel alternation	
2506.7666666666664	5.133333333333667	trials	counter-clockwise	wheel alternation	
2515.2500000000005	4.508333333333212	trials	counter-clockwise	wheel alternation	
2524.2250000000004	3.966666666666697	trials	counter-clockwise	wheel alternation	
2531.366666666667	5.150000000000091	trials	counter-clockwise	wheel alternation	
2537.9750000000004	4.308333333333394	trials	counter-clockwise	wheel alternation	
2545.1500000000005	3.791666666666515	trials	counter-clockwise	wheel alternation	
2569.691666666667	3.766666666666424	trials	counter-clockwise	wheel alternation	
2576.8750000000005	5.724999999999909	trials	counter-clockwise	wheel alternation	
2585.05	3.866666666666788	trials	counter-clockwise	wheel alternation	
2591.933333333334	4.274999999999636	trials	counter-clockwise	wheel alternation	
2601.4083333333338	4.066666666666606	trials	counter-clockwise	wheel alternation	
2606.9750000000004	4.466666666666697	trials	counter-clockwise	wheel alternation	
2614.016666666667	3.458333333333485	trials	counter-clockwise	wheel alternation	
2622.0750000000003	4.25	trials	counter-clockwise	wheel alternation	
2628.791666666667	4.0	trials	counter-clockwise	wheel alternation	
2644.683333333334	3.941666666666606	trials	counter-clockwise	wheel alternation	
2651.041666666667	5.458333333333485	trials	counter-clockwise	wheel alternation	
2662.1083333333336	3.933333333333394	trials	counter-clockwise	wheel alternation	
2668.6250000000005	4.741666666666333	trials	counter-clockwise	wheel alternation	
2676.341666666667	6.108333333333121	trials	counter-clockwise	wheel alternation	
2684.8583333333336	5.058333333333394	trials	counter-clockwise	wheel alternation	
2693.05	4.183333333333394	trials	counter-clockwise	wheel alternation	
2699.916666666667	4.608333333333576	trials	counter-clockwise	wheel alternation	
2707.3250000000003	5.708333333333485	trials	counter-clockwise	wheel alternation	
2716.2000000000003	4.75	trials	counter-clockwise	wheel alternation	
2723.491666666667	4.033333333333758	trials	counter-clockwise	wheel alternation	
2730.2500000000005	3.966666666666697	trials	counter-clockwise	wheel alternation	
2736.616666666667	4.66666666666697	trials	counter-clockwise	wheel alternation	
2745.716666666667	4.299999999999727	trials	counter-clockwise	wheel alternation	
2753.8333333333335	3.991666666666788	trials	counter-clockwise	wheel alternation	
2760.766666666667	3.900000000000091	trials	counter-clockwise	wheel alternation	
2767.4583333333335	4.425000000000182	trials	counter-clockwise	wheel alternation	
2782.55	4.066666666666606	trials	counter-clockwise	wheel alternation	
2794.366666666667	4.025000000000091	trials	counter-clockwise	wheel alternation	
2806.3500000000004	5.958333333333485	trials	counter-clockwise	wheel alternation	
2816.0083333333337	5.466666666666697	trials	counter-clockwise	wheel alternation	
2825.616666666667	5.508333333333667	trials	counter-clockwise	wheel alternation	
2897.675	6.0	trials	counter-clockwise	wheel alternation	
2913.141666666667	5.383333333333667	trials	counter-clockwise	wheel alternation	
2941.9500000000003	5.525000000000091	trials	counter-clockwise	wheel alternation	
2949.666666666667	4.800000000000182	trials	counter-clockwise	wheel alternation	
2957.216666666667	4.558333333333394	trials	counter-clockwise	wheel alternation	
2970.9500000000003	5.416666666666515	trials	counter-clockwise	wheel alternation	
2987.191666666667	3.633333333333212	trials	counter-clockwise	wheel alternation	
2993.6416666666673	4.33333333333303	trials	counter-clockwise	wheel alternation	
3000.6083333333336	4.583333333333485	trials	counter-clockwise	wheel alternation	
3007.833333333334	4.41666666666606	trials	counter-clockwise	wheel alternation	
3014.0750000000003	4.933333333333394	trials	counter-clockwise	wheel alternation	
3022.316666666667	4.325000000000273	trials	counter-clockwise	wheel alternation	
3037.316666666667	4.166666666666515	trials	counter-clockwise	wheel alternation	
3045.458333333334	4.016666666666424	trials	counter-clockwise	wheel alternation	
3052.0583333333334	4.325000000000273	trials	counter-clockwise	wheel alternation	
3059.55	4.108333333333576	trials	counter-clockwise	wheel alternation	
3068.175	5.058333333333394	trials	counter-clockwise	wheel alternation	
3075.0250000000005	3.941666666666606	trials	counter-clockwise	wheel alternation	
3092.25	4.450000000000273	trials	counter-clockwise	wheel alternation	
3100.2750000000005	4.733333333333121	trials	counter-clockwise	wheel alternation	
3108.7250000000004	4.633333333333212	trials	counter-clockwise	wheel alternation	
3123.5583333333334	4.400000000000546	trials	counter-clockwise	wheel alternation	
3141.5583333333334	4.316666666666606	trials	counter-clockwise	wheel alternation	
3159.6000000000004	4.199999999999818	trials	counter-clockwise	wheel alternation	
3166.0083333333337	4.375	trials	clockwise	wheel alternation	
3172.1083333333336	3.983333333333576	trials	clockwise	wheel alternation	
3220.1083333333336	3.758333333333212	trials	clockwise	wheel alternation	
3226.541666666667	4.691666666666606	trials	clockwise	wheel alternation	
3233.216666666667	4.016666666666424	trials	clockwise	wheel alternation	
3274.083333333334	7.074999999999818	trials	clockwise	wheel alternation	
3287.691666666667	3.5	trials	clockwise	wheel alternation	
3294.8833333333337	5.108333333333121	trials	clockwise	wheel alternation	
3305.5083333333337	4.408333333333303	trials	clockwise	wheel alternation	
3313.5166666666673	4.816666666666606	trials	clockwise	wheel alternation	
3322.416666666667	4.800000000000182	trials	clockwise	wheel alternation	
3328.841666666667	4.358333333333121	trials	clockwise	wheel alternation	
3335.9750000000004	5.024999999999636	trials	clockwise	wheel alternation	
3344.991666666667	5.550000000000182	trials	clockwise	wheel alternation	
3353.1833333333334	4.600000000000364	trials	clockwise	wheel alternation	
3360.5250000000005	4.991666666666788	trials	clockwise	wheel alternation	
3368.0333333333338	4.866666666666788	trials	clockwise	wheel alternation	
3376.9750000000004	4.199999999999818	trials	clockwise	wheel alternation	
3391.516666666667	3.841666666666697	trials	clockwise	wheel alternation	
3391.6583333333338	4.258333333333212	trials	clockwise	wheel alternation	
3397.0	4.375	trials	clockwise	wheel alternation	
3403.1000000000004	4.699999999999818	trials	clockwise	wheel alternation	
3411.9500000000003	4.733333333333121	trials	clockwise	wheel alternation	
3420.616666666667	3.66666666666697	trials	clockwise	wheel alternation	
3426.891666666667	4.841666666666697	trials	clockwise	wheel alternation	
3435.6333333333337	4.866666666666333	trials	clockwise	wheel alternation	
3443.4500000000003	4.125	trials	clockwise	wheel alternation	
3451.8083333333334	4.408333333333758	trials	clockwise	wheel alternation	
3466.8833333333337	4.674999999999727	trials	clockwise	wheel alternation	
3475.891666666667	4.724999999999909	trials	clockwise	wheel alternation	
3484.3583333333336	4.908333333333303	trials	clockwise	wheel alternation	
3510.3250000000003	4.483333333333121	trials	clockwise	wheel alternation	
3539.266666666667	3.866666666666788	trials	clockwise	wheel alternation	
3545.341666666667	4.016666666666424	trials	clockwise	wheel alternation	
3552.1583333333338	4.425000000000182	trials	clockwise	wheel alternation	
3561.9333333333334	3.7833333333337578	trials	clockwise	wheel alternation	
3569.25	4.450000000000273	trials	clockwise	wheel alternation	
3585.083333333334	4.54166666666606	trials	clockwise	wheel alternation	
3591.8583333333336	4.225000000000364	trials	clockwise	wheel alternation	
3599.291666666667	4.925000000000182	trials	clockwise	wheel alternation	
3615.8833333333337	4.049999999999727	trials	clockwise	wheel alternation	
3621.6583333333338	4.25	trials	clockwise	wheel alternation	
3627.866666666667	4.508333333333212	trials	clockwise	wheel alternation	
3634.7333333333336	3.616666666666788	trials	clockwise	wheel alternation	
3640.6583333333338	4.125	trials	clockwise	wheel alternation	
3646.716666666667	4.341666666666242	trials	clockwise	wheel alternation	
3657.266666666667	5.558333333333394	trials	clockwise	wheel alternation	
3665.8	4.341666666666697	trials	clockwise	wheel alternation	
3674.066666666667	4.383333333333212	trials	clockwise	wheel alternation	
3680.675	4.391666666666879	trials	clockwise	wheel alternation	
3686.7000000000003	4.25	trials	clockwise	wheel alternation	
3692.833333333334	4.816666666666606	trials	clockwise	wheel alternation	
3701.841666666667	4.616666666666788	trials	clockwise	wheel alternation	
3708.833333333334	5.183333333332939	trials	clockwise	wheel alternation	
3717.583333333334	4.258333333333212	trials	clockwise	wheel alternation	
3721.841666666667	1302.462333333333	epochs			
