onset	duration	nwb_table	direction	trial_type	label
0.0	7509.695833333333	epochs			
5.0	7238.0	sleep_states			Awake
7244.0	7.0	sleep_states			Non-REM
7252.0	1137.0	sleep_states			Awake
7509.695833333333	2969.466666666667	epochs			
7509.695833333333	3.910091145833576	trials	counter-clockwise	central alternation	
7521.040299479167	5.278450520833758	trials	counter-clockwise	central alternation	
7528.827083333334	3.806249999999636	trials	counter-clockwise	central alternation	
7534.219913733005	5.550919600327688	trials	counter-clockwise	central alternation	
7562.687760416667	4.95442708333303	trials	counter-clockwise	central alternation	
7569.845833333333	4.025000000000546	trials	counter-clockwise	central alternation	
7575.7625	6.854947916666788	trials	counter-clockwise	central alternation	
7586.166145833333	4.154687500000364	trials	counter-clockwise	central alternation	
7593.045833333334	4.512499999999818	trials	counter-clockwise	central alternation	
7600.120833333333	3.550000000000182	trials	counter-clockwise	central alternation	
7606.5375	3.7624023437492724	trials	counter-clockwise	central alternation	
7614.554166666667	3.366666666666788	trials	counter-clockwise	central alternation	
7620.039583333333	4.181249999999636	trials	counter-clockwise	central alternation	
7626.0625	4.034374999999272	trials	counter-clockwise	central alternation	
7635.029166666666	4.54166666666697	trials	counter-clockwise	central alternation	
7670.0625	4.45833333333303	trials	counter-clockwise	central alternation	
7678.241666666667	4.704166666666424	trials	counter-clockwise	central alternation	
7685.534114583334	4.215885416666424	trials	counter-clockwise	central alternation	
7694.316666666667	4.1875	trials	counter-clockwise	central alternation	
7708.017187436421	4.068750063578591	trials	counter-clockwise	central alternation	
7724.604166666666	3.9645833333343035	trials	counter-clockwise	central alternation	
7724.704166666666	3.898958333333212	trials	counter-clockwise	central alternation	
7755.158333333333	4.04166666666697	trials	counter-clockwise	central alternation	
7762.0171875	4.02864583333394	trials	counter-clockwise	central alternation	
7772.263802083333	4.474739583333758	trials	clockwise	central alternation	
7803.266666666666	3.977083333333212	trials	clockwise	central alternation	
7810.322916666666	4.920833333333576	trials	clockwise	central alternation	
7817.4375	4.175000000000182	trials	clockwise	central alternation	
7858.601171875	3.820833333333212	trials	clockwise	central alternation	
7864.784114583334	3.4783854166662422	trials	clockwise	central alternation	
7890.5	4.30859375	trials	clockwise	central alternation	
7896.630240885417	4.073925781249272	trials	clockwise	central alternation	
7916.8625	4.284375000000182	trials	clockwise	central alternation	
7926.0875	3.616666666666788	trials	clockwise	central alternation	
7932.6875	4.360156249999818	trials	clockwise	central alternation	
7982.15	3.6437500000010914	trials	clockwise	central alternation	
7992.446663411458	4.607242838541424	trials	clockwise	central alternation	
8054.132291666667	3.540755208333394	trials	clockwise	central alternation	
8072.695833333333	5.271883138020712	trials	clockwise	central alternation	
8082.414583333333	4.07291666666697	trials	clockwise	central alternation	
8089.970833333333	3.821874999999636	trials	clockwise	central alternation	
8099.8375	4.842708333333576	trials	clockwise	central alternation	
8116.6625	4.466666666666242	trials	clockwise	central alternation	
8124.820833333333	4.600000000000364	trials	clockwise	central alternation	
8181.6125	3.5999999999994543	trials	counter-clockwise	central alternation	
8188.518587239583	5.214225260417152	trials	counter-clockwise	central alternation	
8198.538541666667	6.114583333332121	trials	counter-clockwise	central alternation	
8233.066585286459	4.090479024251181	trials	counter-clockwise	central alternation	
8241.179166666665	4.625000000001819	trials	counter-clockwise	central alternation	
8247.429606119791	3.761018880208212	trials	counter-clockwise	central alternation	
8294.183479817708	3.4404785156257276	trials	counter-clockwise	central alternation	
8375.364583333334	4.41666666666606	trials	counter-clockwise	central alternation	
8388.025000000001	5.258333333331393	trials	counter-clockwise	central alternation	
8390.0	7.0	sleep_states			Non-REM
8395.833333333334	5.327083333331757	trials	counter-clockwise	central alternation	
8398.0	754.0	sleep_states			Awake
8404.978645833333	4.660742187501455	trials	counter-clockwise	central alternation	
8412.880794270832	4.890039062502183	trials	counter-clockwise	central alternation	
8435.132942708333	4.26497395833394	trials	counter-clockwise	central alternation	
8442.946875000001	5.140624999998181	trials	counter-clockwise	central alternation	
8454.420833333334	5.352929687500364	trials	counter-clockwise	central alternation	
8470.31875	4.887531534830487	trials	counter-clockwise	central alternation	
8478.640234375	5.1545572916656965	trials	counter-clockwise	central alternation	
8488.037890625	6.012109374998545	trials	counter-clockwise	central alternation	
8496.595833333335	5.747916666665333	trials	counter-clockwise	central alternation	
8506.445001220702	6.6100931803393905	trials	counter-clockwise	central alternation	
8516.197916666666	4.788509114583576	trials	counter-clockwise	central alternation	
8525.073958333334	6.144085695344984	trials	clockwise	central alternation	
8534.183703358969	5.353796641031295	trials	clockwise	central alternation	
8544.420833333334	4.834375000000364	trials	clockwise	central alternation	
8616.004166666666	4.898958333335031	trials	clockwise	central alternation	
8625.395833333332	4.666666666667879	trials	clockwise	central alternation	
8636.404166666667	5.079166666666424	trials	clockwise	central alternation	
8647.030208333334	4.263541666665333	trials	clockwise	central alternation	
8654.6140625	5.23177083333394	trials	clockwise	central alternation	
8690.55	5.9020833333343035	trials	clockwise	central alternation	
8702.5625	5.452945963541424	trials	clockwise	central alternation	
8710.327083333334	5.295832824707759	trials	clockwise	central alternation	
8718.243749999998	4.818750000002183	trials	clockwise	central alternation	
8747.072916666666	6.71354166666606	trials	clockwise	central alternation	
8756.6912109375	5.739322916664605	trials	clockwise	central alternation	
8764.320833333333	4.25	trials	clockwise	central alternation	
8771.454166666666	6.866666666666788	trials	clockwise	central alternation	
