onset	duration	nwb_table	direction	trial_type
0.0	12801.425000000003	epochs		
12801.425000000003	2822.4666666666653	epochs		
12801.425000000003	4.524999999997817	trials	counter-clockwise	central alternation
14120.158333333335	4.0	trials	clockwise	central alternation
14130.683333333334	3.7000000000007276	trials	clockwise	central alternation
14189.016666666668	3.733333333333576	trials	clockwise	central alternation
14229.608333333334	4.516666666668243	trials	clockwise	central alternation
14261.508333333335	4.366666666666788	trials	clockwise	central alternation
14284.983333333334	4.200000000000728	trials	clockwise	central alternation
14312.858333333334	3.883333333335031	trials	clockwise	central alternation
14334.233333333334	4.825000000000728	trials	clockwise	central alternation
14356.2	6.725000000000364	trials	clockwise	central alternation
14378.775000000001	4.041666666667879	trials	clockwise	central alternation
14393.991666666669	4.274999999999636	trials	clockwise	central alternation
14409.741666666669	3.375	trials	clockwise	central alternation
14431.983333333334	3.6916666666675155	trials	clockwise	central alternation
14443.341666666667	3.1750000000010914	trials	clockwise	central alternation
14459.916666666668	3.866666666666788	trials	clockwise	central alternation
14476.233333333334	3.491666666668607	trials	clockwise	central alternation
14490.833333333336	3.599999999998545	trials	clockwise	central alternation
14502.425000000001	3.4250000000010914	trials	clockwise	central alternation
14516.000000000002	3.524999999999636	trials	clockwise	central alternation
14536.625000000002	3.5916666666653327	trials	clockwise	central alternation
14549.875000000002	3.608333333331757	trials	clockwise	central alternation
14595.558333333334	3.8333333333339397	trials	clockwise	central alternation
14608.091666666667	4.041666666667879	trials	clockwise	central alternation
14615.775000000001	3.649999999999636	trials	clockwise	central alternation
14647.350000000002	6.8083333333324845	trials	clockwise	central alternation
14655.483333333334	3.025000000001455	trials	clockwise	central alternation
14663.008333333335	5.16666666666606	trials	clockwise	central alternation
14673.091666666667	3.4333333333343035	trials	counter-clockwise	central alternation
14684.991666666669	2.891666666666424	trials	counter-clockwise	central alternation
14690.283333333335	3.4416666666675155	trials	counter-clockwise	central alternation
14705.733333333334	3.116666666668607	trials	counter-clockwise	central alternation
14710.925000000001	4.008333333333212	trials	counter-clockwise	central alternation
14729.508333333335	3.641666666666424	trials	counter-clockwise	central alternation
14734.741666666669	3.2916666666660603	trials	counter-clockwise	central alternation
14761.133333333335	3.9500000000007276	trials	counter-clockwise	central alternation
14771.608333333334	3.133333333335031	trials	counter-clockwise	central alternation
14779.94166666667	3.224999999998545	trials	counter-clockwise	central alternation
14785.650000000001	3.774999999999636	trials	counter-clockwise	central alternation
14808.791666666668	4.0666666666656965	trials	counter-clockwise	central alternation
14845.258333333335	3.3416666666671517	trials	counter-clockwise	central alternation
14855.933333333334	4.216666666667152	trials	counter-clockwise	central alternation
14867.708333333336	3.366666666664969	trials	counter-clockwise	central alternation
14881.633333333335	3.016666666666424	trials	counter-clockwise	central alternation
14893.325	4.741666666668607	trials	counter-clockwise	central alternation
14904.525000000001	3.3250000000007276	trials	counter-clockwise	central alternation
14911.266666666668	3.508333333333212	trials	counter-clockwise	central alternation
14951.333333333336	3.6833333333324845	trials	counter-clockwise	central alternation
14986.583333333336	4.074999999998909	trials	counter-clockwise	central alternation
15047.366666666669	4.033333333332848	trials	counter-clockwise	central alternation
15058.866666666669	3.641666666666424	trials	counter-clockwise	central alternation
15066.475000000002	4.574999999998909	trials	counter-clockwise	central alternation
15092.350000000002	3.266666666666424	trials	counter-clockwise	central alternation
15118.958333333336	4.174999999999272	trials	counter-clockwise	central alternation
15143.508333333335	3.733333333333576	trials	counter-clockwise	central alternation
15153.933333333334	3.0499999999992724	trials	counter-clockwise	central alternation
15163.633333333335	3.6666666666660603	trials	counter-clockwise	central alternation
15178.041666666668	3.6666666666678793	trials	counter-clockwise	central alternation
15189.141666666668	3.0833333333339397	trials	counter-clockwise	central alternation
15202.091666666667	3.733333333333576	trials	counter-clockwise	central alternation
15208.7	3.2916666666678793	trials	counter-clockwise	central alternation
15222.416666666668	3.008333333333212	trials	counter-clockwise	central alternation
15253.725000000002	3.024999999999636	trials	counter-clockwise	central alternation
15264.94166666667	5.516666666666424	trials	counter-clockwise	central alternation
15272.791666666668	3.0916666666671517	trials	counter-clockwise	central alternation
15286.19166666667	3.258333333331393	trials	counter-clockwise	central alternation
15339.225000000002	3.616666666664969	trials	counter-clockwise	central alternation
15365.366666666669	3.3250000000007276	trials	counter-clockwise	central alternation
15372.475000000002	3.1833333333324845	trials	counter-clockwise	central alternation
15425.283333333335	4.9333333333324845	trials	counter-clockwise	central alternation
15619.808333333334	4.08333333333394	trials	counter-clockwise	central alternation
15623.891666666668	4149.144333333332	epochs		
