onset	duration	nwb_table	direction	trial_type	label
0.0	120.41666666666667	epochs			
4.0	2268.0	sleep_states			Awake
120.41666666666667	2134.4333333333334	epochs			
120.41666666666667	4.533333333333331	trials	clockwise	central alternation	
142.45	4.591666666666669	trials	clockwise	central alternation	
151.64166666666665	4.083333333333343	trials	clockwise	central alternation	
158.65833333333333	3.7750000000000057	trials	clockwise	central alternation	
166.59166666666667	4.275000000000006	trials	clockwise	central alternation	
175.05	5.375	trials	clockwise	central alternation	
182.28333333333333	3.9083333333333314	trials	clockwise	central alternation	
187.94166666666666	3.0333333333333314	trials	clockwise	central alternation	
201.08333333333334	3.041666666666657	trials	clockwise	central alternation	
206.29999999999998	3.6083333333333485	trials	clockwise	central alternation	
213.575	3.083333333333343	trials	clockwise	central alternation	
220.90833333333333	3.9083333333333314	trials	clockwise	central alternation	
227.79999999999998	2.8666666666666742	trials	clockwise	central alternation	
238.55833333333334	3.291666666666657	trials	clockwise	central alternation	
252.65833333333333	3.166666666666657	trials	clockwise	central alternation	
263.075	4.566666666666663	trials	clockwise	central alternation	
276.18333333333334	3.224999999999966	trials	clockwise	central alternation	
287.55	3.3916666666666515	trials	clockwise	central alternation	
296.10833333333335	4.34166666666664	trials	clockwise	central alternation	
303.60833333333335	3.8916666666666515	trials	clockwise	central alternation	
327.3666666666667	4.333333333333314	trials	clockwise	central alternation	
336.6666666666667	3.683333333333337	trials	clockwise	central alternation	
352.0083333333333	3.341666666666697	trials	clockwise	central alternation	
357.5333333333333	3.1333333333333826	trials	clockwise	central alternation	
371.73333333333335	3.0833333333333144	trials	clockwise	central alternation	
376.3833333333333	3.308333333333337	trials	clockwise	central alternation	
380.6333333333333	3.5749999999999886	trials	clockwise	central alternation	
387.2	3.7416666666666742	trials	clockwise	central alternation	
395.39166666666665	3.3833333333333258	trials	clockwise	central alternation	
402.75	3.5166666666666515	trials	clockwise	central alternation	
410.22499999999997	3.125	trials	clockwise	central alternation	
416.73333333333335	3.5416666666666288	trials	clockwise	central alternation	
423.56666666666666	3.066666666666663	trials	clockwise	central alternation	
450.0416666666667	4.0166666666666515	trials	clockwise	central alternation	
462.71666666666664	3.3000000000000114	trials	clockwise	central alternation	
475.6333333333333	3.4750000000000227	trials	clockwise	central alternation	
481.59166666666664	3.1666666666666856	trials	clockwise	central alternation	
496.73333333333335	2.974999999999966	trials	clockwise	central alternation	
512.9166666666666	2.9416666666667197	trials	clockwise	central alternation	
522.9083333333333	3.408333333333303	trials	clockwise	central alternation	
531.2083333333334	3.4583333333332575	trials	clockwise	central alternation	
536.9	3.216666666666697	trials	clockwise	central alternation	
543.5333333333333	3.408333333333303	trials	clockwise	central alternation	
550.7333333333333	3.0499999999999545	trials	clockwise	central alternation	
555.8583333333333	3.1166666666666742	trials	clockwise	central alternation	
561.3416666666667	3.5083333333333258	trials	clockwise	central alternation	
570.3583333333333	3.5583333333332803	trials	clockwise	central alternation	
576.9	8.050000000000068	trials	clockwise	central alternation	
595.0416666666666	3.2833333333334167	trials	clockwise	central alternation	
607.5833333333334	4.05833333333328	trials	clockwise	central alternation	
614.5083333333333	3.0083333333333258	trials	clockwise	central alternation	
624.1333333333333	3.6166666666666742	trials	clockwise	central alternation	
638.6166666666667	3.066666666666606	trials	clockwise	central alternation	
644.4416666666666	3.1000000000000227	trials	counter-clockwise	central alternation	
649.3916666666667	3.0166666666666515	trials	counter-clockwise	central alternation	
654.425	3.308333333333394	trials	counter-clockwise	central alternation	
659.9416666666666	3.3333333333333712	trials	counter-clockwise	central alternation	
666.0083333333333	3.2916666666666288	trials	counter-clockwise	central alternation	
677.65	4.333333333333371	trials	counter-clockwise	central alternation	
686.65	4.2333333333333485	trials	counter-clockwise	central alternation	
693.25	3.8500000000000227	trials	counter-clockwise	central alternation	
698.825	3.608333333333235	trials	counter-clockwise	central alternation	
719.5916666666667	3.0249999999999773	trials	counter-clockwise	central alternation	
724.8	3.275000000000091	trials	counter-clockwise	central alternation	
730.8083333333333	2.933333333333394	trials	counter-clockwise	central alternation	
735.925	3.4500000000000455	trials	counter-clockwise	central alternation	
745.5666666666666	3.1000000000000227	trials	counter-clockwise	central alternation	
755.4333333333333	3.150000000000091	trials	counter-clockwise	central alternation	
761.55	3.1083333333333485	trials	counter-clockwise	central alternation	
768.1166666666667	3.2749999999999773	trials	counter-clockwise	central alternation	
775.3833333333333	3.2749999999999773	trials	counter-clockwise	central alternation	
796.0833333333334	4.066666666666606	trials	counter-clockwise	central alternation	
804.575	3.3666666666665606	trials	counter-clockwise	central alternation	
811.275	3.425000000000068	trials	counter-clockwise	central alternation	
818.2083333333334	3.5166666666666515	trials	counter-clockwise	central alternation	
835.0666666666666	3.9416666666667197	trials	counter-clockwise	central alternation	
841.2916666666666	3.6416666666666515	trials	counter-clockwise	central alternation	
