onset	duration	nwb_table
0.0	15160.191666666668	epochs
15160.191666666668	1813.658333333331	epochs
15160.191666666668	4.100000000000364	trials
15166.558333333334	3.2166666666671517	trials
15174.066666666668	4.075000000000728	trials
15180.483333333334	3.25	trials
15198.75	3.1583333333346673	trials
15213.075	3.1749999999992724	trials
15225.133333333335	3.5916666666653327	trials
15237.408333333335	2.6749999999992724	trials
15246.775000000001	2.974999999998545	trials
15251.358333333334	3.875	trials
15289.150000000001	3.2916666666660603	trials
15299.291666666668	3.241666666666788	trials
15305.166666666668	3.5333333333328483	trials
15325.291666666668	3.024999999999636	trials
15331.991666666667	4.275000000001455	trials
15348.591666666667	4.716666666667152	trials
15354.608333333334	3.383333333333212	trials
15361.550000000001	3.141666666666424	trials
15374.983333333334	3.0333333333346673	trials
15387.5	2.991666666666788	trials
15396.183333333334	3.0416666666660603	trials
15401.216666666667	2.850000000000364	trials
15408.058333333334	2.8333333333339397	trials
15414.825	2.9666666666671517	trials
15419.441666666668	2.6749999999992724	trials
15423.45	3.4416666666675155	trials
15428.300000000001	3.366666666666788	trials
15433.183333333334	3.225000000000364	trials
15448.125	3.4166666666678793	trials
15463.666666666668	2.7833333333328483	trials
15470.433333333334	3.149999999999636	trials
15474.475	3.483333333333576	trials
15478.675000000001	3.6999999999989086	trials
15496.150000000001	4.04166666666606	trials
15505.408333333335	4.783333333332848	trials
15514.033333333335	3.0916666666653327	trials
15520.175000000001	3.75	trials
15529.208333333334	3.850000000000364	trials
15538.191666666668	3.1833333333324845	trials
15545.091666666667	3.1750000000010914	trials
15551.275000000001	2.974999999998545	trials
15556.008333333335	4.074999999998909	trials
15563.491666666667	2.8166666666675155	trials
15567.933333333334	3.7166666666671517	trials
15582.341666666667	3.3083333333343035	trials
15588.175000000001	3.475000000000364	trials
15602.266666666668	2.766666666666424	trials
15615.325	3.2999999999992724	trials
15622.058333333334	3.266666666666424	trials
15629.95	2.7916666666660603	trials
15634.391666666668	3.1999999999989086	trials
15639.525000000001	2.608333333333576	trials
15645.108333333334	4.025000000001455	trials
15655.508333333335	2.7166666666653327	trials
15659.925000000001	3.766666666666424	trials
15666.425000000001	3.6916666666656965	trials
15674.108333333334	3.7916666666678793	trials
15679.683333333334	3.4249999999992724	trials
15705.550000000001	3.133333333333212	trials
15721.958333333334	3.0500000000010914	trials
15732.333333333334	2.633333333333212	trials
15736.916666666668	2.9249999999992724	trials
15746.075	2.9249999999992724	trials
15750.991666666667	3.4666666666671517	trials
15757.958333333334	3.0500000000010914	trials
15763.408333333335	3.350000000000364	trials
15769.150000000001	2.899999999999636	trials
15775.291666666668	2.8083333333324845	trials
15780.85	3.5583333333343035	trials
15799.108333333334	3.0666666666675155	trials
15805.316666666668	3.475000000000364	trials
15810.400000000001	3.375	trials
15815.366666666667	3.141666666668243	trials
15827.325	2.741666666666788	trials
15832.941666666668	3.5666666666675155	trials
15837.841666666667	3.3250000000007276	trials
15842.766666666668	4.3083333333324845	trials
15851.108333333334	2.891666666666424	trials
15856.575	3.3166666666675155	trials
