onset	duration	nwb_table	direction	trial_type	label
0.0	457.19166666666666	epochs			
5.0	1716.0	sleep_states			Awake
457.19166666666666	1652.2833333333333	epochs			
457.19166666666666	3.9833333333333485	trials	clockwise	wheel alternation	
466.25	3.8333333333333144	trials	clockwise	wheel alternation	
473.23333333333335	3.59166666666664	trials	clockwise	wheel alternation	
479.5416666666667	3.6999999999999886	trials	clockwise	wheel alternation	
484.81666666666666	4.0166666666666515	trials	clockwise	wheel alternation	
490.625	3.8333333333333144	trials	clockwise	wheel alternation	
497.80833333333334	3.6750000000000114	trials	clockwise	wheel alternation	
504.10833333333335	4.25	trials	clockwise	wheel alternation	
510.75	6.066666666666606	trials	clockwise	wheel alternation	
519.4833333333333	3.691666666666606	trials	clockwise	wheel alternation	
525.1583333333333	3.5166666666666515	trials	clockwise	wheel alternation	
537.9583333333334	3.6333333333333258	trials	clockwise	wheel alternation	
544.1333333333333	3.8916666666666515	trials	clockwise	wheel alternation	
550.7083333333334	3.849999999999909	trials	clockwise	wheel alternation	
557.725	3.7999999999999545	trials	clockwise	wheel alternation	
566.3	3.6916666666667197	trials	clockwise	wheel alternation	
580.9166666666666	5.183333333333394	trials	clockwise	wheel alternation	
589.0666666666666	4.19166666666672	trials	clockwise	wheel alternation	
596.5333333333333	4.225000000000023	trials	clockwise	wheel alternation	
610.875	4.583333333333371	trials	counter-clockwise	wheel alternation	
688.3833333333333	5.3250000000000455	trials	counter-clockwise	wheel alternation	
729.0916666666667	4.416666666666629	trials	counter-clockwise	wheel alternation	
736.0	4.30833333333328	trials	counter-clockwise	wheel alternation	
742.4916666666667	3.8833333333333258	trials	counter-clockwise	wheel alternation	
749.175	3.841666666666697	trials	counter-clockwise	wheel alternation	
756.2083333333334	4.091666666666583	trials	counter-clockwise	wheel alternation	
775.25	3.9583333333333712	trials	counter-clockwise	wheel alternation	
781.7666666666667	3.908333333333303	trials	counter-clockwise	wheel alternation	
788.375	3.7999999999999545	trials	counter-clockwise	wheel alternation	
794.525	3.8166666666667197	trials	counter-clockwise	wheel alternation	
800.9083333333333	3.841666666666697	trials	counter-clockwise	wheel alternation	
807.9166666666666	3.875	trials	counter-clockwise	wheel alternation	
814.0916666666667	3.824999999999932	trials	counter-clockwise	wheel alternation	
820.5	3.941666666666606	trials	counter-clockwise	wheel alternation	
856.0749999999999	4.008333333333439	trials	counter-clockwise	wheel alternation	
867.1166666666667	4.725000000000023	trials	counter-clockwise	wheel alternation	
875.8916666666667	3.8333333333333712	trials	counter-clockwise	wheel alternation	
889.4166666666666	4.158333333333303	trials	counter-clockwise	wheel alternation	
903.9416666666666	4.175000000000068	trials	counter-clockwise	wheel alternation	
