name	electrode_name	type	units	sampling_frequency	stream_id	gain
ch080	e080	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch091	e091	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch081	e081	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch090	e090	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch085	e085	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch086	e086	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch084	e084	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch087	e087	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch094	e094	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch069	e069	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch095	e095	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch070	e070	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch092	e092	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch072	e072	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch093	e093	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch073	e073	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch064	e064	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch068	e068	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch065	e065	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch066	e066	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch078	e078	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch048	e048	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch077	e077	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch051	e051	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch076	e076	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch050	e050	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch074	e074	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch052	e052	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch079	e079	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch049	e049	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch075	e075	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch053	e053	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch059	e059	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch032	e032	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch056	e056	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch033	e033	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch054	e054	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch034	e034	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch055	e055	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch035	e035	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch058	e058	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch062	e062	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch060	e060	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch063	e063	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch039	e039	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch044	e044	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch038	e038	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch045	e045	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch037	e037	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch046	e046	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch036	e036	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch047	e047	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch040	e040	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch043	e043	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch041	e041	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch042	e042	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch061	e061	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch067	e067	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch057	e057	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
ch071	e071	n/a	V	1250.0	ElectricalSeries_lfp	1.9499999999999999e-07
