onset	duration	nwb_table	direction	trial_type	label
0.0	12829.491666666667	epochs			
5.0	1083.0	sleep_states			Awake
1089.0	27.0	sleep_states			Non-REM
1143.0	38.0	sleep_states			Non-REM
1221.0	109.0	sleep_states			Non-REM
1344.0	115.0	sleep_states			Non-REM
1460.0	9.0	sleep_states			REM
1492.0	107.0	sleep_states			Non-REM
1622.0	273.0	sleep_states			Non-REM
1896.0	48.0	sleep_states			REM
1975.0	7.0	sleep_states			REM
2031.0	12.0	sleep_states			Non-REM
2096.0	19.0	sleep_states			Non-REM
2146.0	29.0	sleep_states			Non-REM
2184.0	78.0	sleep_states			Non-REM
2271.0	62.0	sleep_states			Non-REM
2347.0	73.0	sleep_states			REM
2432.0	20.0	sleep_states			REM
2483.0	25.0	sleep_states			Non-REM
2509.0	19.0	sleep_states			REM
2529.0	108.0	sleep_states			Non-REM
2657.0	72.0	sleep_states			Non-REM
2743.0	75.0	sleep_states			Non-REM
2830.0	39.0	sleep_states			Non-REM
2898.0	84.0	sleep_states			Non-REM
3002.0	39.0	sleep_states			Non-REM
3090.0	16.0	sleep_states			Non-REM
3136.0	44.0	sleep_states			Non-REM
3181.0	27.0	sleep_states			REM
3226.0	194.0	sleep_states			Non-REM
3421.0	15.0	sleep_states			REM
3448.0	19.0	sleep_states			REM
3543.0	48.0	sleep_states			REM
3630.0	10.0	sleep_states			Non-REM
3649.0	13.0	sleep_states			Non-REM
3663.0	1303.0	sleep_states			Awake
4967.0	55.0	sleep_states			Non-REM
5035.0	23.0	sleep_states			Non-REM
5103.0	76.0	sleep_states			Non-REM
5225.0	15.0	sleep_states			Non-REM
5295.0	16.0	sleep_states			Non-REM
5344.0	55.0	sleep_states			Non-REM
5471.0	172.0	sleep_states			Non-REM
5644.0	65.0	sleep_states			REM
5710.0	105.0	sleep_states			Awake
5816.0	18.0	sleep_states			Non-REM
5855.0	17.0	sleep_states			Non-REM
5873.0	1434.0	sleep_states			Awake
7308.0	8.0	sleep_states			Non-REM
7317.0	128.0	sleep_states			Awake
7446.0	117.0	sleep_states			Non-REM
7575.0	92.0	sleep_states			Non-REM
7718.0	11.0	sleep_states			Non-REM
7749.0	39.0	sleep_states			Non-REM
7803.0	13.0	sleep_states			Non-REM
7826.0	91.0	sleep_states			Non-REM
7918.0	3558.0	sleep_states			Awake
11477.0	7.0	sleep_states			Non-REM
11485.0	5271.0	sleep_states			Awake
12829.491666666667	560.7083333333339	epochs			
12829.491666666667	3.4333333333343035	trials	counter-clockwise	central alternation	
12838.925000000001	2.9583333333339397	trials	clockwise	central alternation	
12849.366666666667	2.983333333333576	trials	clockwise	central alternation	
12854.675000000001	3.524999999999636	trials	clockwise	central alternation	
12861.508333333335	2.899999999999636	trials	clockwise	central alternation	
12867.2	3.2000000000007276	trials	clockwise	central alternation	
12873.900000000001	2.133333333333212	trials	clockwise	central alternation	
12878.041666666668	3.383333333333212	trials	clockwise	central alternation	
12883.591666666667	2.9250000000010914	trials	clockwise	central alternation	
12890.566666666668	2.5916666666671517	trials	clockwise	central alternation	
12894.541666666668	2.9499999999989086	trials	clockwise	central alternation	
12907.016666666668	2.9249999999992724	trials	clockwise	central alternation	
12912.125	3.3333333333339397	trials	clockwise	central alternation	
12919.116666666667	3.2833333333346673	trials	clockwise	central alternation	
12926.708333333334	2.6583333333328483	trials	clockwise	central alternation	
12931.291666666668	3.3166666666656965	trials	clockwise	central alternation	
12943.175000000001	2.7833333333328483	trials	clockwise	central alternation	
12948.466666666667	3.391666666666424	trials	clockwise	central alternation	
12955.5	3.125	trials	clockwise	central alternation	
12961.791666666668	3.350000000000364	trials	clockwise	central alternation	
12970.483333333334	3.3000000000010914	trials	clockwise	central alternation	
12977.366666666667	3.1666666666678793	trials	clockwise	central alternation	
12983.008333333335	3.149999999999636	trials	clockwise	central alternation	
12989.550000000001	3.608333333333576	trials	clockwise	central alternation	
12994.733333333334	3.391666666666424	trials	clockwise	central alternation	
13002.150000000001	5.199999999998909	trials	clockwise	central alternation	
13010.208333333334	3.1750000000010914	trials	clockwise	central alternation	
13016.083333333334	3.633333333333212	trials	clockwise	central alternation	
13021.625	3.5833333333339397	trials	clockwise	central alternation	
13027.608333333334	4.016666666666424	trials	clockwise	central alternation	
13034.216666666667	3.3250000000007276	trials	clockwise	central alternation	
13046.258333333335	3.4416666666656965	trials	clockwise	central alternation	
13052.933333333334	3.4333333333324845	trials	clockwise	central alternation	
13058.875	3.525000000001455	trials	clockwise	central alternation	
13064.933333333334	3.7999999999992724	trials	clockwise	central alternation	
13070.166666666668	3.725000000000364	trials	clockwise	central alternation	
13076.816666666668	4.100000000000364	trials	clockwise	central alternation	
13088.208333333334	3.5583333333343035	trials	counter-clockwise	central alternation	
13093.616666666667	3.5833333333339397	trials	counter-clockwise	central alternation	
13106.133333333335	3.4333333333324845	trials	counter-clockwise	central alternation	
13121.616666666667	6.050000000001091	trials	counter-clockwise	central alternation	
13129.258333333335	3.5333333333328483	trials	counter-clockwise	central alternation	
13134.900000000001	2.9083333333328483	trials	counter-clockwise	central alternation	
13140.025000000001	3.766666666666424	trials	counter-clockwise	central alternation	
13145.241666666667	3.225000000000364	trials	counter-clockwise	central alternation	
13151.058333333334	3.1916666666656965	trials	counter-clockwise	central alternation	
13161.633333333335	3.5416666666660603	trials	counter-clockwise	central alternation	
13167.883333333335	3.2166666666653327	trials	counter-clockwise	central alternation	
13172.666666666668	3.3166666666656965	trials	counter-clockwise	central alternation	
13179.5	3.391666666668243	trials	counter-clockwise	central alternation	
13184.233333333334	3.858333333333576	trials	counter-clockwise	central alternation	
13190.175000000001	3.4499999999989086	trials	counter-clockwise	central alternation	
13195.658333333335	3.649999999999636	trials	counter-clockwise	central alternation	
13201.141666666668	3.0583333333324845	trials	counter-clockwise	central alternation	
13218.466666666667	3.75	trials	counter-clockwise	central alternation	
13223.825	3.4333333333343035	trials	counter-clockwise	central alternation	
13234.708333333334	3.266666666666424	trials	counter-clockwise	central alternation	
